T,x1,v1,x2,v2
0,0,0,0,0
0.2,0.0210721172603277,0.214761123642628,0.00363253781154571,0.0644093244809353
0.4,0.0873822761291898,0.443709170740608,0.0400383633371807,0.329519251680182
0.6,0.192740385599097,0.585271835747894,0.141327175576222,0.682941086381585
0.8,0.304463278087007,0.478248003120383,0.297798870900975,0.807539381175278
1,0.361053979054962,0.0354437386428996,0.429589599077115,0.420407679500117
1.2,0.303485732964284,-0.626812378644783,0.435747973622836,-0.407938628663376
1.4,0.112416306061468,-1.26055353158083,0.257194623166627,-1.37979497104252
1.6,-0.177663249771605,-1.55450920809787,-0.0940234602267045,-2.02232858148612
1.8,-0.471050078610814,-1.27858456396558,-0.498783204001267,-1.87990481021134
2,-0.654794737992109,-0.494692285166881,-0.794269798262525,-0.972078691476112
2.2,-0.653447158615454,0.513704941047821,-0.858818662984961,0.358944413463752
2.4,-0.457421427820176,1.39736532944397,-0.649721924219884,1.69348248852636
2.6,-0.130872174669112,1.75762377308568,-0.225975612476013,2.39637459817739
2.8,0.196454946019452,1.40481650316652,0.239556836918034,2.09851704115894
3,0.393769743898125,0.514051908093501,0.558261959434778,0.998134801583619
3.2,0.390518130290316,-0.550246420211445,0.614889787629244,-0.465725257880975
3.4,0.189632506227282,-1.38617815751152,0.379850304708533,-1.81298995249621
3.6,-0.116696573460784,-1.53783042007938,-0.0497319466426856,-2.28577391581543
3.8,-0.374586603667435,-0.916350945735374,-0.462404005661535,-1.66280601117168
4,-0.447761418809963,0.227077225214838,-0.660129209852773,-0.234106117158521
4.2,-0.279296290081055,1.44545169816727,-0.538194013811158,1.47998589278277
4.4,0.101736561329459,2.23791940888561,-0.0902555946145166,2.84748660816131
4.6,0.555142046142597,2.12715068719143,0.521585228726946,3.03667210984204
4.8,0.893137237650397,1.10635718460228,1.04096956355815,1.95285273711699
5,0.959156863021594,-0.461809106978343,1.24318245862679,0.0180675518048004
5.2,0.705689952425003,-2.02824124961685,1.02930116965334,-2.14943230221595
5.4,0.187574030132815,-2.996224022896,0.418888488374535,-3.76751474385798
5.6,-0.416178693781775,-2.83900007621591,-0.376845056247813,-3.9127472458538
5.8,-0.877220412568347,-1.61770966871735,-1.04826005512825,-2.58505252625122
6,-1.02709308023758,0.195527694102447,-1.35386499548192,-0.338402684773799
6.2,-0.80412767428026,1.97063813256822,-1.172217081053,2.1280424834991
6.4,-0.285421442667887,3.01819212789351,-0.543773217555981,3.90845505146399
6.6,0.315896840460115,2.76865725212433,0.276019377075685,3.97668835587546
6.8,0.745773822365269,1.34949078459515,0.940615241091843,2.41734611441927
7,0.816596956688522,-0.67532032605074,1.17949131279096,-0.11331581951941
7.2,0.484002625144575,-2.56450862381132,0.883544310684029,-2.80586162754066
7.4,-0.148184524799118,-3.52280137604488,0.114808666425176,-4.58780558702599
7.6,-0.822112457600461,-2.94748135275769,-0.814014442091219,-4.33772687622766
7.8,-1.24266746354354,-1.1400107408593,-1.49714589399472,-2.26124154590104
8,-1.25877321643551,1.01236520591787,-1.67046447221039,0.592025651808534
8.2,-0.839211687842768,3.14906721092796,-1.26278251066748,3.44377980811413
8.4,-0.0566808061810538,4.43560063355355,-0.349222766936112,5.42027116370067
8.6,0.828218201317434,4.12967537434168,0.777479386768856,5.49224330697997
8.8,1.49394856835955,2.29436828041219,1.71761177001363,3.60365653559864
9,1.68438393199846,-0.4529876543186,2.12925787206183,0.387227272535266
9.2,1.30742814858612,-3.18961412793216,1.84025675546836,-3.20255964571275
9.4,0.468042665222128,-4.9978138696673,0.891023908828193,-6.08833673842341
9.6,-0.553793027826136,-4.87171836945823,-0.419275808562142,-6.54790595037998
9.8,-1.35845402513204,-2.97839313612585,-1.56067739187695,-4.51924922790414
10,-1.71711521249484,-0.609850134486438,-2.14879004854687,-1.30999015081697
10.2,-1.60945532413062,1.65739737577938,-2.08533712957999,1.90783188613513
10.4,-1.08216676846682,3.5066851776378,-1.43961480358511,4.32332810033255
10.6,-0.265610219681101,4.43045130637171,-0.444317642443463,5.40686672522173
10.8,0.588016464997101,3.85187418610494,0.622459397803629,4.99267201142056
11,1.18475870582971,1.89466877690733,1.44919091836791,3.00240847868669
11.2,1.28910810631006,-0.861559484539069,1.74081800873255,-0.157681109597218
11.4,0.844267039125217,-3.50876382889365,1.36217301173592,-3.63315725816808
11.6,-0.0404879029555146,-5.06033209238259,0.344571560825708,-6.23589272223234
11.8,-1.04143353102172,-4.58882172679987,-0.957651660351243,-6.31745556082037
12,-1.78305228640437,-2.7278952025239,-2.02196716208967,-4.07303611825429
12.2,-2.11057888919729,-0.552609618603955,-2.53435916362648,-1.04426755183162
12.4,-2.00377506165646,1.60529803349007,-2.44236209359962,1.91778222096034
12.6,-1.48833164247144,3.49158420701917,-1.81858249332024,4.1555786224285
12.8,-0.629997733306721,4.98299441064466,-0.839005669768354,5.51696202002886
13,0.428676079655065,5.36230861730562,0.34170373774229,6.12371073326532
13.2,1.41043467986577,4.17012299016911,1.51670371352476,5.32559149590905
13.4,1.9976280107731,1.50733285391078,2.34924054320694,2.71085397765771
13.6,2.02320462653718,-1.24492977935696,2.53790907675507,-0.853192660807772
13.8,1.47311054012747,-4.17986591718754,2.00842334250729,-4.41488890434823
14,0.429084393257332,-5.94227739328032,0.826058485600904,-7.0748341608032
14.2,-0.763430691551386,-5.60420526697753,-0.659535536945229,-7.3147534472336
14.4,-1.69654759461467,-3.55318011866422,-1.93271539169899,-5.05354272801289
14.6,-2.16904866371175,-1.17408814191593,-2.61898282950613,-1.7687620482899
14.8,-2.17369726720803,1.06359703728676,-2.64391296530323,1.42538018959082
15,-1.77373049128632,2.83771816686607,-2.11106518292528,3.68239175274047
15.2,-1.075760727068,4.07564802236275,-1.25223135347715,4.75835294574499
15.4,-0.185917174286198,4.62879905205926,-0.248678681430117,5.17855123733529
15.6,0.689086645286811,3.89527383519833,0.761036286945893,4.72234000675016
15.8,1.28357414952768,1.87005967915083,1.54520562849841,2.88301389893061
16,1.38239287494349,-0.949527445754609,1.82867286771669,-0.204482019388942
16.2,0.913020248095023,-3.66391773840657,1.43824873228895,-3.71513963949823
16.4,-0.00869959006843798,-5.24382046853565,0.390793391924907,-6.41644613729822
16.6,-1.04113193141136,-4.70608537201946,-0.95093260324434,-6.49875239917659
16.8,-1.79586606354307,-2.71897688236883,-2.04352278923681,-4.13975013986548
17,-2.10938457063463,-0.386510120339143,-2.55596153745052,-0.927168041621992
17.2,-1.9539211591242,1.92886165905104,-2.42177560013102,2.22949752675714
17.4,-1.35676684262516,3.95408672584374,-1.71445485096662,4.64157155613626
17.6,-0.402193811227753,5.43701532080944,-0.626701501661995,6.10581710537243
17.8,0.718966435251261,5.49250754214119,0.656161706907718,6.48313606360612
18,1.67983070979913,3.81372550746812,1.85122825064365,5.12482805453482
18.2,2.16155958876185,0.986794592265451,2.58385855438762,1.98288611061585
18.4,2.07449081691793,-1.83781437227352,2.61430250601198,-1.66604065581003
18.6,1.41139547571523,-4.71897591774713,1.92663648282588,-5.13880538766529
18.8,0.276500394072295,-6.29324072031249,0.631237686707288,-7.46766104431085
19,-0.965948902559274,-5.75342030352646,-0.90425020503875,-7.43853768206495
19.2,-1.92456340597979,-3.72153041840317,-2.18467966484037,-5.07627936790454
19.4,-2.4418595036661,-1.47583999660101,-2.88440352919804,-1.92131358872926
19.6,-2.52536597493281,0.608353851058214,-2.96408675439781,1.06585670686245
19.8,-2.23180983191543,2.21140858631183,-2.52998669008057,3.03415798664902
20,-1.67085042891002,3.34301513935129,-1.81955640139359,3.94628188228632
20.2,-0.908342665996,4.26636772232009,-0.980539138330177,4.41759908269306
20.4,-0.00582345039537238,4.59894086332819,-0.0568978168966146,4.79927304835212
20.6,0.85575695315949,3.79949937393227,0.901580094876138,4.59271540572775
20.8,1.42241971124922,1.69468365853489,1.67005479864887,2.82114714566683
21,1.48049389565689,-1.20193015465634,1.93458151480726,-0.37675042463246
21.2,0.953085343583814,-3.90051766826941,1.48861214088509,-3.99055488394416
21.4,-0.00284659715989859,-5.37137706464157,0.393088360023032,-6.66420604164987
21.6,-1.03726856184144,-4.59116981224996,-0.97321122361573,-6.47331299735947
21.8,-1.74309914683484,-2.35293539186584,-2.02801360676929,-3.80298723905602
22,-1.95788502436086,0.198227828304638,-2.4420279843937,-0.328967918886994
22.2,-1.66686669890102,2.68533921041972,-2.16546704877245,3.03732740407281
22.4,-0.907708129291906,4.80299298243545,-1.2842556815295,5.55844539527959
22.6,0.17857393716484,5.77488391003054,-0.0228061096889279,6.81471001700132
22.8,1.27508459202472,4.86852783470215,1.31866258505159,6.25274691137761
23,2.01068825762729,2.21963731902492,2.34179442281476,3.61934085409769
23.2,2.15967026435168,-0.736210818023849,2.69165898545956,-0.158765466359327
23.4,1.71131411281389,-3.82517548441115,2.2805422185931,-3.95055385662551
23.6,0.680432536522368,-6.19907308923638,1.14786937437254,-7.12183238859401
23.8,-0.633645504826953,-6.54877603743731,-0.427348594255235,-8.18029652689277
24,-1.79731628731728,-4.91385470619382,-1.93609221549802,-6.53371588466382
24.2,-2.57118236097673,-2.79304941060956,-2.95703521059235,-3.57591646280072
24.4,-2.92040773568274,-0.72829657237892,-3.36630597162129,-0.558288422073182
24.6,-2.88255942715053,1.00077416587728,-3.22305646177577,1.76190641056963
24.8,-2.55159945697228,2.24041996451591,-2.73813487025873,2.92837256484857
25,-2.00329784709295,3.23196647142415,-2.09137728538637,3.49648051740174
25.2,-1.26077392587435,4.20175803655914,-1.34403157960082,3.99849705897102
25.4,-0.322361634604546,5.09365562338369,-0.4649003623361,4.86927209514081
25.6,0.711164363061932,5.02788066418432,0.603031856583634,5.6928455006583
